Class,PK_CountLineCode,PK_CountStmt,PK_CountDeclClassMethod,PK_CountDeclClassVariable,PK_CountDeclInstanceMethod,PK_CountDeclInstanceVariable,PK_CountDeclClass,PK_CountDeclFile,PK_SumCyclomatic,PK_MaxNesting,PK_CountDeclMethodDefault,PK_CountDeclMethodPrivate,PK_CountDeclMethodProtected,PK_CountDeclMethodPublic,PK_PKNOAMM,PK_PKNOI,PK_PKNOAC,CSLEX_NumberOfTokens,CSLEX_NumberOfUniqueTokens,CSLEX_NumberOfIdentifies,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfKeywords,CSLEX_NumberOfUniqueKeywords,CSLEX_NumberOfAssignments,CSLEX_NumberOfOperatorsWithoutAssignments,CSLEX_NumberOfUniqueOperators,CSLEX_NumberOfSemicolons,CSLEX_NumberOfDots,CSLEX_NumberOfReturnAndPrintStatements,CSLEX_NumberOfConditionalJumpStatements,CSLEX_NumberOfUnConditionalJumpStatements,CSLEX_NumberOfExceptionStatements,CSLEX_NumberOfNewStatements,CSLEX_NumberOfSuperStatements,CSORD_CountLineCode,CSORD_CountStmt,CSORD_CountDeclClassMethod,CSORD_CountDeclClassVariable,CSORD_CountDeclInstanceMethod,CSORD_CountDeclInstanceVariable,CSORD_SumCSNOP,CSORD_SumCyclomatic,CSORD_MaxNesting,CSORD_PercentLackOfCohesion,CSORD_CountClassCoupled,CSORD_RFC,CSORD_FANIN,CSORD_FANOUT,CSORD_ATFD,CSORD_CFNAMM,CSORD_DAC,CSORD_NumberOfMethodCalls,CSORD_CountDeclMethodDefault,CSORD_CountDeclMethodPrivate,CSORD_CountDeclMethodProtected,CSORD_CountDeclMethodPublic,CSORD_CSNOAMM,CSORD_MaxInheritanceTree,CSORD_CountClassDerived,CSORD_CountClassBase,CSORD_NIM,CSORD_NMO,CSORD_NOII,CSORD_SumCountPath,CSORD_SumKnots,CSORD_NumberOfDepends,CSORD_NumberOfDependsBy,CSORD_NumberOfMethods,Testability
org.exolab.jms.message.MessageImpl,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,3033,239,537,140,312,28,30,10,5,114,98,33,7,0,58,9,1,292,193,0,2,71,9,50,78,1,86,13,0,265,128,2,0,5,2,0,0,0,71,60,1,5,4,12,3,42,79,1,4,47,71,0.8057231968810917
org.exolab.jms.message.MessageProperties,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,2106,209,384,104,191,30,18,51,8,59,71,12,16,1,33,21,0,174,103,0,5,27,1,33,43,4,37,21,0,88,74,4,0,3,1,0,0,1,26,21,1,0,3,12,3,42,1540,4,1,1,27,0.7490941956417242
org.exolab.jms.message.ObjectMessageConverter,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,184,47,40,19,14,10,2,0,0,5,12,1,0,0,2,1,1,12,8,0,0,2,0,2,2,0,0,1,0,2,5,1,0,0,0,0,0,2,0,0,2,0,1,15,2,42,2,0,2,1,2,0.5396933333333334
org.exolab.jms.message.ObjectMessageImpl,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,1191,139,230,75,109,24,20,9,3,47,67,5,6,0,20,10,6,105,67,0,1,7,1,3,15,2,14,14,0,19,35,7,0,1,0,0,0,0,7,2,2,0,2,83,4,42,15,7,2,3,7,0.5577362637362636
org.exolab.jms.message.Priority,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,473,87,74,31,47,20,5,12,8,13,19,4,3,0,5,2,0,40,24,0,1,8,1,5,11,1,12,6,0,14,13,0,0,0,0,0,0,0,8,1,1,0,2,12,2,42,10,2,0,1,8,0.4974590021799446
org.exolab.jms.message.StreamMessageConverter,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,249,61,50,24,19,14,3,0,0,7,15,1,1,0,4,1,1,19,12,0,0,2,0,2,4,2,0,1,0,2,6,2,0,0,0,0,0,2,0,0,2,0,1,15,2,42,4,1,2,1,2,0.48624
org.exolab.jms.message.StreamMessageImpl,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,5732,319,895,145,522,34,101,63,16,283,149,20,41,10,125,29,4,568,394,0,14,37,8,21,130,4,82,30,0,226,245,4,0,7,0,0,7,0,30,3,2,0,2,83,5,42,255,122,2,3,37,0.6716888888888888
org.exolab.jms.message.TextMessageConverter,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,184,47,40,19,14,10,2,0,0,5,12,1,0,0,2,1,1,12,8,0,0,2,0,2,2,0,0,1,0,2,5,1,0,0,0,0,0,2,0,0,2,0,1,15,2,42,2,0,2,1,2,0.5079466666666668
org.exolab.jms.message.TextMessageImpl,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,499,90,83,38,55,19,6,4,2,17,23,3,1,0,7,1,4,41,27,0,1,8,1,3,9,1,37,8,0,15,19,0,0,0,0,0,0,0,8,2,2,0,2,83,5,42,9,1,1,3,8,0.4717446808510638
org.exolab.jms.message.Timestamp,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,363,74,62,30,35,17,3,4,2,12,18,1,1,0,3,1,2,32,20,0,1,6,0,3,7,1,0,7,0,7,13,0,0,0,0,0,0,0,6,1,1,0,2,59,2,42,7,1,0,1,6,0.3199242424242424
org.exolab.jms.message.Type,2799,1957,14,40,320,49,27,26,629,4,2,14,15,303,165,2,1,429,85,83,38,34,19,7,6,4,17,22,2,2,0,3,2,0,37,26,0,1,6,1,4,8,2,16,8,0,11,18,1,0,0,0,0,0,0,6,1,1,0,2,12,2,42,8,1,0,1,6,0.2719999999999999
org.exolab.jms.messagemgr.AbstractConsumerEndpoint,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1110,144,162,63,125,22,15,15,8,41,29,14,4,0,5,4,0,102,68,0,0,23,8,13,25,1,86,9,0,52,38,2,0,5,1,0,0,5,18,10,1,3,2,12,17,42,24,0,8,6,23,0.1523333333333333
org.exolab.jms.messagemgr.AbstractConsumerMessageHandle,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1393,159,243,76,122,27,17,8,3,52,72,14,3,0,18,4,0,125,83,0,1,24,4,10,30,2,75,13,1,41,64,2,0,2,1,0,0,3,21,15,1,2,2,12,19,42,30,4,9,2,24,0.720966049382716
org.exolab.jms.messagemgr.AbstractDestinationCache,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1874,219,347,109,127,28,25,27,8,68,101,8,16,0,10,12,0,162,108,0,1,18,6,16,36,3,80,20,2,85,73,5,1,7,3,0,0,8,10,5,1,2,3,12,9,42,42,3,12,4,18,0.3386438746438746
org.exolab.jms.messagemgr.AbstractMessageHandle,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1476,171,214,75,143,22,25,22,6,63,39,17,9,0,13,8,0,144,98,0,0,25,11,14,34,1,85,8,0,49,64,0,0,3,0,0,0,3,22,15,1,2,2,12,20,42,39,0,6,6,25,0.7507083333333333
org.exolab.jms.messagemgr.AbstractMessageRef,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,369,78,43,21,37,19,4,8,7,14,5,3,3,0,3,1,0,38,25,0,0,7,3,2,10,2,52,1,0,14,14,0,0,1,0,0,0,2,5,2,1,1,2,12,4,42,10,0,1,1,7,0.6951219512195121
org.exolab.jms.messagemgr.AbstractTopicConsumerEndpoint,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,2117,228,379,112,154,31,36,33,9,76,93,8,23,1,9,5,2,181,120,0,1,20,4,23,44,3,75,16,2,60,76,6,1,4,3,0,0,7,13,5,2,2,2,35,12,42,55,10,12,3,20,0.0506666666666666
org.exolab.jms.messagemgr.CachedMessageRef,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,316,65,53,23,31,18,2,3,2,10,13,1,3,0,4,2,2,28,18,0,0,4,1,6,7,1,0,5,0,14,15,0,0,1,0,0,0,0,4,1,2,0,1,19,2,42,7,0,4,2,4,0.339406567247777
org.exolab.jms.messagemgr.ConsumerManagerImpl,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,4994,351,938,161,315,30,75,106,10,192,196,18,51,1,41,27,0,449,283,0,1,23,7,40,79,5,77,29,1,122,164,15,0,7,2,0,10,2,11,5,2,0,2,22,12,42,231,18,18,0,23,0.0126666666666666
org.exolab.jms.messagemgr.ContextHelper,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,829,104,150,38,58,19,15,26,9,28,34,1,9,0,16,7,0,72,44,3,0,0,0,6,16,5,0,8,0,9,17,3,0,0,0,0,1,0,2,1,1,0,1,12,0,42,93,6,1,1,3,0.2631268743624958
org.exolab.jms.messagemgr.DefaultMessageCache,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1174,134,234,63,90,21,17,9,5,41,75,5,7,0,8,5,0,92,62,0,1,11,3,8,20,3,51,12,1,39,39,4,0,4,2,0,1,0,10,5,1,0,2,12,5,42,26,5,6,2,11,0.6367060653380924
org.exolab.jms.messagemgr.DestinationBinder,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,954,132,185,63,73,20,10,10,2,28,63,0,6,0,19,6,0,82,46,0,1,7,2,8,18,3,50,14,1,16,26,4,0,3,1,0,0,2,5,0,2,0,2,22,6,42,29,5,8,0,7,0.0426666666666666
org.exolab.jms.messagemgr.DestinationCacheFactory,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,468,81,101,37,43,15,6,3,1,14,39,1,4,0,4,5,0,37,21,0,1,2,3,4,6,1,0,11,1,8,8,1,0,4,1,0,0,0,2,0,1,0,1,12,0,42,10,1,9,1,2,0.19656
org.exolab.jms.messagemgr.DestinationConfigurator,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,916,124,193,61,73,20,16,14,5,34,70,0,9,0,8,5,0,70,50,0,1,4,3,5,15,4,41,14,1,17,26,6,0,4,1,0,0,3,1,0,2,0,1,22,1,42,19,2,12,0,4,0.0936666666666666
org.exolab.jms.messagemgr.DestinationManagerImpl,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,4015,321,756,162,257,29,55,64,9,154,182,7,38,0,35,20,0,365,242,0,1,31,9,31,73,3,84,29,1,118,140,10,0,10,3,0,12,6,13,7,2,0,2,22,13,42,103,7,18,0,31,0.0256666666666666
org.exolab.jms.messagemgr.DurableConsumerEndpoint,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,735,129,136,63,59,22,12,7,3,27,36,3,3,0,5,4,1,63,40,0,0,6,3,7,9,1,44,12,0,25,26,7,0,1,0,0,0,0,6,1,3,0,1,55,2,42,9,0,10,3,6,0.0416666666666666
org.exolab.jms.messagemgr.MessageHandleComparator,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,435,61,64,21,33,13,10,11,4,13,17,3,8,0,0,0,0,38,24,0,0,2,0,3,10,4,0,1,0,3,5,1,0,0,0,0,0,0,2,0,1,0,2,12,1,42,10,7,1,1,2,0.1738271604938271
org.exolab.jms.messagemgr.MessageLease,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,100,34,25,12,8,7,0,0,0,1,11,0,0,0,0,0,1,6,3,0,0,1,0,3,1,0,0,2,0,4,2,0,0,0,0,0,0,0,1,0,2,0,1,22,0,42,1,0,3,1,1,0.4
org.exolab.jms.messagemgr.MessageMgr,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1381,182,272,93,109,26,18,14,8,46,85,2,10,0,17,9,0,113,71,0,1,12,5,10,24,3,78,18,2,31,42,4,1,5,3,0,4,2,6,3,2,0,2,22,6,42,29,3,10,0,12,0.3063333333333333
org.exolab.jms.messagemgr.MessageQueue,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,592,80,109,33,52,16,8,4,3,22,30,7,4,0,0,4,0,48,35,0,0,8,2,4,12,1,18,8,0,39,21,1,0,2,2,0,0,0,8,0,1,0,1,12,0,42,12,0,2,3,8,0.5467891538432625
org.exolab.jms.messagemgr.PersistentMessageHandle,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,914,116,194,60,71,22,11,6,1,29,59,2,0,0,14,3,2,72,42,0,1,9,1,16,12,1,77,10,1,31,36,2,0,1,1,0,0,0,9,1,2,0,1,37,5,42,12,3,7,5,9,0.6362881944444446
org.exolab.jms.messagemgr.QueueBrowserEndpoint,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,541,104,98,44,44,22,6,4,3,20,21,4,3,1,2,1,1,47,32,0,0,8,2,10,11,3,62,7,0,20,21,2,0,2,0,0,0,2,6,1,2,0,1,35,7,42,11,3,7,3,8,0.0223333333333333
org.exolab.jms.messagemgr.QueueConsumerEndpoint,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,432,88,79,38,37,20,2,0,0,12,17,4,1,0,2,0,1,36,22,0,0,8,1,10,9,1,50,7,0,11,17,1,0,1,0,0,0,2,6,1,2,0,1,35,7,42,9,0,7,1,8,0.0453333333333333
org.exolab.jms.messagemgr.QueueConsumerMessageHandle,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,112,38,21,14,11,9,0,0,0,2,8,0,0,0,1,0,2,9,5,0,0,2,0,2,2,0,0,1,0,6,5,0,0,0,0,0,0,0,2,1,2,0,1,36,1,42,2,0,3,2,2,0.8333333333333333
org.exolab.jms.messagemgr.QueueDestinationCache,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,2745,263,541,139,178,31,57,39,10,107,132,5,28,2,18,14,5,234,157,0,1,18,5,22,49,3,81,32,2,61,100,16,1,5,3,0,1,5,12,3,2,0,1,30,9,42,60,9,24,4,18,0.0213333333333333
org.exolab.jms.messagemgr.ResourceManagerException,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,81,27,11,8,8,5,0,0,0,2,3,0,0,0,0,0,2,9,5,0,0,2,0,1,2,0,0,1,0,6,4,0,0,0,0,0,0,0,2,0,1,0,1,44,0,42,2,0,0,1,2,1.0
org.exolab.jms.messagemgr.SharedMessageHandle,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,167,45,31,16,18,10,0,0,0,3,9,0,0,0,5,2,1,13,7,0,0,3,0,3,3,0,0,3,0,7,2,0,0,0,0,0,0,0,3,0,2,0,1,37,2,42,3,0,4,2,3,0.111
org.exolab.jms.messagemgr.TimedCondition,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,283,55,41,16,37,14,3,3,3,10,5,5,1,0,0,2,0,24,17,3,0,2,2,5,6,1,60,1,0,13,13,0,0,0,0,0,2,0,3,2,1,0,2,12,1,42,6,1,1,1,5,0.5535714285714286
org.exolab.jms.messagemgr.TopicConsumerEndpoint,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,148,45,36,20,13,9,0,0,0,2,11,0,0,0,1,0,1,10,4,0,0,1,0,6,1,0,0,3,0,7,3,0,0,0,0,0,0,0,1,0,3,0,1,55,0,42,1,0,3,1,1,0.3200399999999999
org.exolab.jms.messagemgr.TopicConsumerMessageHandle,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,245,54,45,20,22,12,3,0,0,8,8,1,0,0,2,0,2,23,14,0,0,5,1,6,5,0,40,2,0,12,10,0,0,0,0,0,1,0,4,2,2,0,1,36,2,42,5,0,3,2,5,0.4956851851851852
org.exolab.jms.messagemgr.TopicDestinationCache,3876,2618,7,19,438,106,53,46,725,5,90,42,57,256,131,14,6,1335,173,286,90,71,22,31,10,5,56,72,2,9,0,4,6,2,100,73,0,0,7,0,11,16,2,0,23,0,14,54,14,0,0,0,0,0,1,6,1,2,0,1,30,5,42,18,3,18,2,7,0.1157525252525252
org.exolab.jms.net.CallbackServiceImpl,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,248,55,50,25,21,11,3,0,0,7,15,1,1,0,0,1,0,19,13,0,0,4,1,3,5,1,0,4,0,7,7,2,0,1,1,0,0,0,4,1,1,0,2,12,4,42,5,0,2,0,4,0.576271186440678
org.exolab.jms.net.CallbackServiceImpl__Proxy,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,907,76,224,37,71,16,8,0,0,27,129,1,0,0,23,12,1,62,38,0,4,5,0,4,13,1,0,9,5,16,7,2,0,4,3,0,0,0,5,1,2,0,2,15,4,42,13,12,5,0,5,0.5630769230769231
org.exolab.jms.net.EchoServer,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,248,60,60,27,20,10,4,0,0,6,26,0,0,0,2,2,0,13,9,1,1,1,1,2,2,0,50,9,0,5,7,2,0,1,0,0,0,0,2,0,1,0,1,12,0,42,2,0,5,0,2,0.2549752066115702
org.exolab.jms.net.EchoServiceImpl,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,275,43,35,17,38,13,0,0,0,9,3,9,0,0,0,0,0,29,19,0,0,9,0,9,9,0,0,0,0,9,9,0,0,0,0,0,0,0,9,0,1,0,2,12,9,42,9,0,1,1,9,0.6944444444444444
org.exolab.jms.net.EchoServiceImpl__Proxy,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,2112,116,503,61,179,22,27,0,0,74,264,9,0,0,48,36,1,139,95,0,9,10,0,10,28,1,0,15,10,37,28,2,0,9,3,0,0,0,10,0,2,0,2,15,9,42,28,27,4,0,10,0.6751836734693876
org.exolab.jms.net.ExceptionServiceImpl,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,377,55,42,25,53,9,0,0,0,10,10,0,0,0,17,10,0,32,21,0,0,10,0,0,10,0,0,6,0,0,10,0,0,0,0,0,0,0,10,0,1,0,2,12,10,42,10,0,2,0,10,1.0
org.exolab.jms.net.ExceptionServiceImpl__Proxy,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,1814,99,398,48,164,16,10,0,0,55,228,0,0,0,66,20,1,136,78,0,10,11,0,1,34,1,0,11,11,34,15,0,0,10,3,0,0,0,11,0,2,0,2,15,10,42,34,40,4,0,11,0.6340587107377649
org.exolab.jms.net.KillServiceImpl,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,187,53,28,19,16,12,2,1,1,6,7,0,1,0,2,2,0,19,11,0,0,1,0,1,2,0,0,3,0,1,3,2,0,0,0,0,0,0,1,0,1,0,2,12,1,42,2,1,1,0,1,0.2619599999999999
org.exolab.jms.net.KillServiceImpl__Proxy,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,327,61,74,29,30,15,2,0,0,8,42,0,0,0,8,5,1,25,13,0,1,2,0,2,4,1,0,8,2,5,3,1,0,1,3,0,0,0,2,0,2,0,2,15,1,42,4,3,4,0,2,0.9333333333333332
org.exolab.jms.net.RemoteClient,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,510,92,134,50,27,10,9,5,1,15,56,1,2,0,2,4,0,28,20,1,0,1,0,4,4,1,0,15,0,7,15,6,0,0,0,0,0,0,2,0,1,0,1,12,0,42,4,1,5,0,2,0.1419685436884562
org.exolab.jms.net.RemoteServer,618,417,3,25,81,2,17,16,119,1,16,0,0,68,3,5,0,544,101,135,50,26,11,9,11,5,16,51,1,4,0,2,2,0,33,22,1,0,1,0,5,6,1,0,15,0,9,16,5,0,0,0,0,0,0,2,0,1,0,1,12,0,42,7,1,5,0,2,0.1398533449995618
org.exolab.jms.net.connector.AbstractConnectionFactory,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,783,107,172,49,59,18,9,3,2,25,30,8,1,0,6,1,0,66,39,0,1,13,4,22,13,1,72,11,0,46,29,1,0,2,0,0,0,5,8,7,1,4,2,12,6,42,13,0,9,6,13,0.669968253968254
org.exolab.jms.net.connector.AbstractConnectionManager,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,1573,150,321,75,117,21,30,11,3,60,55,10,13,2,15,8,0,143,91,0,0,17,6,26,30,2,84,19,0,55,64,5,0,6,1,0,0,6,11,7,1,1,3,12,8,42,31,4,14,2,17,0.7183333333333333
org.exolab.jms.net.connector.ConnectionContext,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,772,98,149,48,60,14,17,8,5,28,40,5,4,0,2,3,0,61,44,5,2,1,0,3,11,2,50,10,1,16,23,4,0,2,2,0,2,0,4,2,1,0,1,12,0,42,11,1,5,3,6,0.7696666666666668
org.exolab.jms.net.connector.ContextInvocationHandler,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,367,74,70,34,29,13,4,0,0,14,16,2,0,0,3,1,0,35,23,0,0,2,3,4,2,0,33,4,0,6,6,0,0,3,0,0,0,0,2,0,1,0,2,12,1,42,2,0,5,2,2,0.6960000000000001
org.exolab.jms.net.connector.DefaultConnectionPool,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,3890,331,723,172,257,30,65,50,10,152,167,8,35,0,37,24,0,367,229,0,5,23,14,29,68,7,86,32,6,104,127,15,5,12,5,0,7,3,13,3,1,0,4,12,12,42,114,17,21,4,23,0.3653333333333334
org.exolab.jms.net.connector.ManagedConnectionHandle,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,1186,145,165,62,123,25,18,8,7,51,27,12,2,0,20,1,1,122,83,0,0,19,7,5,21,1,81,9,0,35,32,1,0,3,0,0,2,0,17,7,1,0,2,12,8,42,21,1,9,2,19,0.5203333333333333
org.exolab.jms.net.connector.MulticastCallerListener,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,825,94,186,45,52,17,18,8,4,31,52,1,6,0,2,4,0,62,47,0,1,6,2,8,12,1,50,10,2,22,20,3,2,3,4,0,1,0,5,1,1,0,2,12,1,42,14,0,5,1,6,0.5052320119034966
org.exolab.jms.net.connector.PoolEntry,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,213,49,27,16,24,11,4,0,0,9,4,3,0,0,0,0,0,21,15,0,0,5,3,2,5,0,60,1,0,11,7,0,0,1,0,0,0,0,5,3,1,0,1,12,0,42,5,0,1,1,5,0.5192307692307693
org.exolab.jms.net.connector.Request,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,799,109,166,53,57,17,18,5,3,37,35,10,3,0,3,2,0,63,51,1,0,9,6,11,13,1,66,11,0,35,30,2,0,5,0,0,1,0,9,5,1,0,2,12,0,42,14,0,1,16,10,0.2447407407407407
org.exolab.jms.net.connector.ResourceException,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,404,69,65,24,33,16,3,4,2,13,16,3,2,0,0,0,4,39,25,0,1,7,1,6,9,1,28,4,0,60,17,0,0,1,0,0,0,0,7,1,1,3,1,44,2,42,9,2,0,69,7,0.6376811594202899
org.exolab.jms.net.connector.Response,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,619,90,121,44,50,16,13,4,3,24,30,7,4,0,2,2,0,53,37,1,0,7,3,6,12,2,62,10,0,28,22,3,0,3,0,0,0,0,8,2,1,0,2,12,0,42,12,2,1,16,8,0.4477647058823529
org.exolab.jms.net.connector.URIRequestInfo,1408,966,7,13,211,62,39,34,253,7,52,13,18,135,70,16,3,507,86,105,39,40,15,6,6,6,16,39,7,2,0,1,0,0,38,27,0,0,9,2,3,11,1,50,8,0,49,18,1,0,2,0,0,0,0,9,5,1,3,2,12,2,42,10,0,5,16,9,0.6523668639053254
org.exolab.jms.net.http.AbstractHTTPConnectionFactory,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,400,65,103,30,30,13,4,2,1,9,41,2,2,0,2,4,1,30,15,0,0,3,0,8,5,1,0,9,0,10,10,2,0,0,0,0,0,2,1,2,2,2,1,25,2,42,5,2,8,2,3,0.537037037037037
org.exolab.jms.net.http.AbstractHTTPManagedConnection,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,1074,130,242,65,88,21,11,6,3,33,95,5,4,0,21,12,2,85,49,0,1,7,3,9,15,1,52,21,1,25,36,2,0,4,1,0,0,3,4,2,3,2,1,37,5,42,45,4,16,3,7,0.3343333333333333
org.exolab.jms.net.http.AbstractHTTPManagedConnectionFactory,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,560,82,147,46,35,13,10,2,2,14,70,2,6,2,2,0,0,42,23,0,0,2,0,5,8,3,0,15,0,5,16,7,0,0,0,0,0,0,2,0,1,2,2,12,2,42,8,4,13,2,2,0.0880182655843315
org.exolab.jms.net.http.HTTPEndpoint,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,1028,152,198,70,80,20,19,17,8,39,60,4,6,0,13,7,0,75,53,0,5,6,6,2,13,3,61,20,0,23,40,2,0,5,0,0,1,0,5,4,1,0,2,12,4,42,21,1,8,1,6,0.4799667387777176
org.exolab.jms.net.http.HTTPInputStream,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,1079,149,163,56,86,25,25,34,14,44,34,3,14,0,10,3,0,88,64,0,1,5,8,6,21,3,60,12,1,23,28,1,0,6,1,0,1,1,3,0,1,0,1,21,2,42,43,4,2,1,5,0.3712484647032887
org.exolab.jms.net.http.HTTPManagedConnectionAcceptor,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,242,49,73,22,18,10,0,0,0,2,41,1,0,0,2,1,1,12,5,0,0,2,0,5,2,0,0,7,0,6,4,0,0,0,0,0,0,1,1,0,2,0,1,19,1,42,2,0,7,1,2,0.264
org.exolab.jms.net.http.HTTPManagedConnectionFactory,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,393,67,97,32,36,12,0,4,2,5,50,3,2,0,5,5,0,26,11,0,0,3,0,5,5,1,0,14,0,5,10,0,0,0,0,0,0,0,3,0,2,0,1,14,3,42,5,0,13,2,3,0.5454545454545454
org.exolab.jms.net.http.HTTPMultiplexer,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,480,83,126,43,34,17,3,1,1,11,57,1,2,0,4,1,2,31,18,0,0,4,1,9,6,1,25,13,0,14,15,0,0,1,0,0,0,1,3,1,2,0,1,48,1,42,6,1,8,1,4,0.2706666666666666
org.exolab.jms.net.http.HTTPOutputStream,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,797,119,153,54,65,20,10,13,7,29,39,3,5,0,9,2,0,61,42,0,1,6,5,11,12,1,53,9,1,33,26,2,0,4,1,0,2,0,4,0,1,0,1,17,3,42,13,2,2,1,6,0.4853164556962026
org.exolab.jms.net.http.HTTPRequestInfo,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,1066,124,209,54,82,20,16,14,4,41,52,7,6,0,1,1,4,90,63,0,4,15,5,12,21,2,80,5,0,48,37,2,0,1,0,0,1,0,14,10,2,0,1,21,2,42,21,0,5,11,15,0.8571428571428571
org.exolab.jms.net.http.HTTPSManagedConnectionAcceptor,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,242,49,73,22,18,10,0,0,0,2,41,1,0,0,2,1,1,12,5,0,0,2,0,5,2,0,0,7,0,6,4,0,0,0,0,0,0,1,1,0,2,0,1,19,1,42,2,0,7,1,2,0.264
org.exolab.jms.net.http.HTTPSManagedConnectionFactory,827,566,3,20,64,28,17,17,133,4,0,6,9,52,19,0,2,722,121,149,54,66,24,7,12,6,17,66,3,7,0,7,5,0,56,30,1,4,3,0,5,12,4,75,17,1,11,18,0,0,1,1,0,1,0,3,0,2,0,1,14,3,42,12,2,13,2,4,0.3078181818181818
