Class,CSORD_AvgLineCodeExe,CSLEX_NumberOfConditionalJumpStatements,CSORD_AvgLineCode,CSORD_NumberOfDepends,CSLEX_NumberOfUniqueIdentifiers,CSLEX_NumberOfDots,CSORD_CountDeclInstanceMethod,CSORD_CountDeclMethodPublic,CSORD_NIM,CSORD_AvgStmtDecl,CSORD_CountDeclClassMethod,CSLEX_NumberOfNewStatements,CSLEX_NumberOfReturnAndPrintStatements,CSORD_NumberOfClassConstructors,PK_CountDeclClassMethod,Testability
ch.bfh.egov.nutzenportfolio.form.ProjektattraktivitaetForm,1.1428571428571428,1,3,2,68,46,28,28,12,1.0,0,1,14,1,0,0.9049429657794676
ch.bfh.egov.nutzenportfolio.persistence.auswahlfeld.AuswahlfeldIbatisDao,1.0,0,3,3,56,31,23,23,12,1.0,0,0,14,0,0,0.7576689189189191
ch.bfh.egov.nutzenportfolio.persistence.benutzer.BenutzerIbatisDao,1.0,0,3,2,41,26,6,6,12,1.0,0,0,3,0,0,0.6019054054054054
ch.bfh.egov.nutzenportfolio.persistence.common.CommonIbatisDao,1.8571428571428568,0,3,3,40,29,7,7,12,1.0,0,0,5,0,0,0.634888888888889
ch.bfh.egov.nutzenportfolio.persistence.customizing.CustomizingIbatisDao,1.0,0,3,2,42,26,8,8,12,1.0,0,0,6,0,0,0.645493670886076
ch.bfh.egov.nutzenportfolio.persistence.detailziele.DetailzieleIbatisDao,1.0,0,3,4,50,36,14,14,12,1.0,0,0,8,0,0,0.6883689320388349
ch.bfh.egov.nutzenportfolio.persistence.fragebogen.NaOpNuIbatisDao,3.5,0,5,2,37,24,6,6,12,1.0,0,0,5,0,0,0.6712291666666667
ch.bfh.egov.nutzenportfolio.persistence.fragebogen.ProjektattraktivitaetIbatisDao,1.0,0,3,2,36,24,4,4,12,1.0,0,0,3,0,0,0.5488022598870057
ch.bfh.egov.nutzenportfolio.persistence.kategorie.KategorieIbatisDao,1.0,0,3,5,48,41,13,13,12,1.0,0,0,8,0,0,0.6707628865979381
ch.bfh.egov.nutzenportfolio.persistence.nutzenkriterium.NutzenkriteriumIbatisDao,1.0,0,3,4,54,36,19,19,12,1.0,0,0,10,0,0,0.7157122302158273
ch.bfh.egov.nutzenportfolio.persistence.projekt.ProjektIbatisDao,1.0,0,3,3,44,31,9,9,12,1.0,0,0,6,0,0,0.6648409090909092
ch.bfh.egov.nutzenportfolio.persistence.projektgruppe.ProjektgruppeIbatisDao,1.0,0,3,2,39,26,7,7,12,1.0,0,0,4,0,0,0.6151315789473685
ch.bfh.egov.nutzenportfolio.persistence.strategischeziele.StrategischeZieleIbatisDao,1.0,0,3,5,48,41,12,12,12,1.0,0,0,7,0,0,0.6689183673469388
ch.bfh.egov.nutzenportfolio.service.auswahlfeld.AuswahlfeldDaoService,11.921052631578949,74,17,11,240,512,38,33,12,3.5526315789473686,0,31,29,1,0,0.1426284348864994
ch.bfh.egov.nutzenportfolio.service.benutzer.BenutzerDaoService,1.75,2,4,3,42,44,8,8,12,1.125,0,0,5,1,0,0.291298245614035
ch.bfh.egov.nutzenportfolio.service.common.CommonDaoService,5.833333333333332,9,8,6,82,102,12,10,12,2.333333333333333,0,3,15,1,0,0.4557715617715617
ch.bfh.egov.nutzenportfolio.service.customizing.CustomizingDaoService,9.133333333333333,7,12,17,162,264,15,15,12,3.2666666666666666,0,6,10,1,0,0.2548312757201645
ch.bfh.egov.nutzenportfolio.service.detailziele.DetailzieleDaoService,5.916666666666668,17,9,10,156,230,24,22,12,2.583333333333333,0,9,17,1,0,0.2764444444444444
ch.bfh.egov.nutzenportfolio.service.fragebogen.NaOpNuDaoService,22.5,18,27,14,153,241,8,7,12,6.75,0,4,11,1,0,0.0776811594202898
ch.bfh.egov.nutzenportfolio.service.fragebogen.ProjektattraktivitaetDaoService,20.875,17,26,16,163,242,8,6,12,7.25,0,10,12,1,0,0.0662222222222222
ch.bfh.egov.nutzenportfolio.service.kategorie.KategorieDaoService,7.363636363636362,21,11,10,147,236,22,19,12,3.272727272727273,0,12,17,1,0,0.1558603839441535
ch.bfh.egov.nutzenportfolio.service.nutzenkriterium.NutzenkriteriumDaoService,13.65625,55,18,15,259,540,32,30,12,5.625,0,37,29,1,0,0.1573431734317343
ch.bfh.egov.nutzenportfolio.service.projekt.ProjektDaoService,16.2,44,21,9,180,262,15,13,12,4.666666666666667,0,12,17,1,0,0.1149223744292237
ch.bfh.egov.nutzenportfolio.service.projektgruppe.ProjektgruppeDaoService,5.384615384615384,7,8,5,92,101,13,11,12,2.4615384615384617,0,2,12,1,0,0.3850972222222222
ch.bfh.egov.nutzenportfolio.service.strategischeziele.StrategischeZieleDaoService,6.526315789473684,19,10,9,137,189,19,17,12,2.8421052631578947,0,9,15,1,0,0.1829980506822612
ch.bfh.egov.nutzenportfolio.tag.CustomizingNavigation,11.545454545454543,33,16,1,124,158,11,8,12,3.272727272727273,0,1,27,0,0,0.1379444444444444
bierse.Bierse,10.0,0,12,6,22,16,0,1,12,6.0,1,6,0,0,1,0.384
bierse.controller.DefaultMenuController,2.25,2,4,5,26,24,4,2,12,1.25,0,3,0,1,0,0.8453333333333334
bierse.controller.DefaultSettingsController,16.0,13,22,5,87,103,3,2,12,3.0,0,2,0,1,0,0.1294545454545454
bierse.controller.DefaultTableModelController,4.5,3,8,3,33,28,2,2,12,3.0,0,0,0,1,0,0.6133333333333334
bierse.controller.DrinkSellController,4.0,4,7,3,37,36,4,4,12,1.25,0,0,0,1,0,0.308
bierse.controller.TriggerThread,7.0,2,10,2,21,15,2,2,85,1.5,0,0,0,1,0,0.4816666666666666
bierse.model.Drink,4.155555555555557,18,6,2,153,166,44,45,12,1.6222222222222222,1,17,27,2,1,0.9165374001452432
bierse.model.Model,3.0645161290322585,14,5,4,132,96,31,31,12,1.5161290322580645,0,17,15,1,1,0.8636986301369863
bierse.model.Settings,4.705882352941177,5,7,1,99,80,17,17,12,2.117647058823529,0,18,8,1,1,0.7461104651162791
bierse.view.DefaultDrinkSellView,8.692307692307693,10,11,4,166,180,13,9,723,2.0769230769230766,0,21,9,1,1,0.011
bierse.view.DefaultInfoView,11.857142857142858,5,14,6,155,163,7,3,698,3.7142857142857135,0,26,4,1,1,0.0383333333333333
bierse.view.DefaultInfoViewMouseListener,2.0,2,3,0,46,36,8,8,12,1.625,0,3,0,1,1,0.3398571428571429
bierse.view.KeyMapComboBoxModel,19.5,1,22,1,52,42,1,2,32,1.0,1,12,13,1,1,0.1600466574321352
bierse.view.MyKeyMap,1.0,0,2,0,9,3,5,4,12,1.0,0,0,3,2,1,0.6160714285714285
bierse.view.RunningMessagePanel,4.142857142857143,3,6,0,51,52,7,6,698,1.5714285714285714,0,5,2,1,1,0.5806349206349207
com.densebrain.rif.client.RIFClassLoader,1.3333333333333333,1,3,0,26,10,3,0,80,1.3333333333333333,0,1,1,1,1,0.9046666666666664
com.densebrain.rif.client.RIFInvoker,24.4,21,29,7,158,295,5,2,12,7.0,0,39,2,1,1,0.0623333333333333
com.densebrain.rif.client.RIFManager,3.75,2,6,4,30,21,4,2,12,1.25,0,5,3,1,1,0.8520000000000001
com.densebrain.rif.client.RIFManagerFactory,2.2,2,4,2,26,12,4,4,12,1.2,1,3,4,1,1,0.237090909090909
com.densebrain.rif.client.service.RIFServiceStub,9.0,12,13,5,164,489,14,4,12,2.7857142857142856,0,21,17,3,0,0.3443333333333333
com.densebrain.rif.server.RIFImplementationManager,5.5,5,8,0,44,26,3,3,12,2.75,1,7,2,1,1,0.2306666666666666
com.densebrain.rif.server.RIFServer,3.0,0,5,2,39,33,3,3,12,1.0,0,1,0,1,1,0.9486666666666668
com.densebrain.rif.server.RIFService,19.0,0,24,1,45,29,1,1,12,9.0,0,6,1,0,1,0.2198666666666666
com.densebrain.rif.server.transport.WebServiceContainer,5.5,5,8,1,82,80,8,10,12,1.7,2,10,4,2,2,0.7155454545454546
com.densebrain.rif.server.transport.WebServiceDescriptor,2.888888888888889,7,4,0,26,14,9,9,12,1.3333333333333333,0,0,10,1,2,0.625268765794686
com.densebrain.rif.util.ObjectUtility,5.666666666666668,0,7,0,41,27,1,5,12,1.8333333333333333,5,5,5,1,5,0.3579470452118192
com.jchapman.jipsnapman.JIPSnapManFrame,5.0,0,7,1,42,33,2,1,12,3.0,0,0,0,1,0,0.1666666666666666
com.jchapman.jipsnapman.actions.BaseSnapshotAction,6.571428571428571,2,10,1,75,73,7,1,12,2.571428571428572,0,11,2,1,0,0.6568658008658008
com.jchapman.jipsnapman.actions.BrowsePathAction,6.6,5,11,4,83,77,5,2,12,3.0,0,1,1,1,0,0.3330833333333333
com.jchapman.jipsnapman.actions.ErrorDisplayAction,8.5,1,12,1,54,47,2,1,12,5.5,0,0,0,1,0,0.29568
com.jchapman.jipsnapman.actions.FinishSnapshotAction,8.333333333333334,2,12,6,61,57,3,2,19,2.333333333333333,0,2,0,1,0,0.5226666666666667
com.jchapman.jipsnapman.actions.LogAction,2.5,0,5,2,32,32,2,1,12,1.5,0,0,0,1,0,0.9443333333333334
com.jchapman.jipsnapman.actions.StartSnapshotAction,21.8,11,28,10,126,155,5,2,19,5.8,0,10,4,1,0,0.1129999999999999
com.jchapman.jipsnapman.actions.ViewSnapshotAction,10.666666666666666,2,14,7,90,77,3,2,19,5.333333333333333,0,3,0,1,0,0.1339615384615384
com.jchapman.jipsnapman.events.JipSMHyperlinkListener,1.5,1,4,0,23,19,2,2,12,1.0,0,0,0,1,0,1.0
com.jchapman.jipsnapman.events.SnapshotEventManager,4.0,3,7,2,23,11,3,3,12,2.0,0,2,0,1,0,0.6702533333333333
com.jchapman.jipsnapman.gui.MainPanel,8.5,7,11,11,158,236,16,14,698,2.0625,0,34,5,1,0,0.0476666666666666
com.jchapman.jipsnapman.gui.SnapshotListCellRenderer,16.0,4,22,1,65,46,2,2,726,2.5,0,2,1,1,0,0.2125348259541472
com.jchapman.jipsnapman.models.NumbersOnlyDocument,4.0,3,9,0,22,17,2,2,76,2.5,0,0,0,1,0,0.7936000000000001
com.jchapman.jipsnapman.models.Snapshot,2.555555555555556,0,5,0,28,26,9,9,12,1.4444444444444444,0,4,8,1,0,0.6639231824417009
com.jchapman.jipsnapman.models.SnapshotListModel,3.5,3,6,2,37,21,4,4,19,1.75,0,2,3,1,0,0.408719387755102
com.mentorgen.tools.profile.Controller,17.25,46,21,6,199,268,6,5,12,3.125,2,16,38,0,3,0.2364444444444444
com.mentorgen.tools.profile.Main,18.0,3,23,1,31,33,0,1,12,2.0,1,6,3,0,3,0.0338890691087862
com.mentorgen.tools.profile.instrument.PerfClassAdapter,5.5,1,10,5,27,23,2,2,22,1.5,0,2,2,1,1,0.7466666666666667
com.mentorgen.tools.profile.instrument.PerfMethodAdapter,15.428571428571429,14,19,6,58,107,6,6,37,1.1428571428571428,1,1,7,1,1,0.3904271141855228
com.mentorgen.tools.profile.instrument.Transformer,24.0,14,35,6,63,61,2,1,12,5.0,0,5,6,0,1,0.1565753268950635
com.mentorgen.tools.profile.instrument.clfilter.AntTaskClassLoaderFilter,1.0,0,3,0,16,8,2,2,12,1.0,0,0,2,0,0,0.6
com.mentorgen.tools.profile.instrument.clfilter.CustomMultiClassLoaderFilter,2.5,2,7,2,19,19,2,2,12,1.5,0,0,3,0,0,0.7466666666666667
com.mentorgen.tools.profile.instrument.clfilter.ExtensionsClassLoaderFilter,1.5,0,3,1,14,8,2,2,12,1.0,0,0,2,0,0,0.8
com.mentorgen.tools.profile.instrument.clfilter.JettyClassLoaderFilter,1.0,0,3,1,15,8,2,2,12,1.0,0,0,2,0,0,0.6
com.mentorgen.tools.profile.instrument.clfilter.StandardClassLoaderFilter,1.0,0,3,1,13,6,2,2,12,1.0,0,0,2,0,0,0.6
com.mentorgen.tools.profile.instrument.clfilter.TomcatInternalClassLoaderFilter,1.0,0,3,1,17,8,2,2,12,1.0,0,0,2,0,0,0.6
com.mentorgen.tools.profile.instrument.clfilter.WebAppClassLoaderFilter,1.0,0,3,1,19,9,2,2,12,1.0,0,0,2,0,0,0.51
com.mentorgen.tools.profile.output.FrameDump,21.66666666666667,13,29,4,48,72,0,0,12,4.0,3,0,35,0,27,0.1832727272727272
com.mentorgen.tools.profile.output.Math,1.0,0,3,0,11,4,0,2,12,1.0,2,0,2,0,27,0.1984953703703703
com.mentorgen.tools.profile.output.ProfileDump,12.0,1,16,4,18,21,0,1,12,1.0,1,0,0,0,27,0.49787136
com.mentorgen.tools.profile.output.ProfileXMLDump,8.285714285714286,18,12,5,97,104,0,0,12,2.7857142857142856,14,11,21,0,27,0.5323333333333333
com.mentorgen.tools.profile.runtime.ClassAllocation,1.0,0,3,0,15,6,5,4,12,1.0,0,0,3,1,20,0.5833333333333333
com.mentorgen.tools.profile.runtime.Frame,2.9090909090909087,15,5,3,80,54,22,10,12,1.2727272727272727,0,4,15,2,20,0.7930847008364859
com.mentorgen.tools.profile.runtime.Method,4.285714285714286,2,6,0,31,27,7,3,12,2.0,0,2,6,1,20,0.5914480151228735
com.mentorgen.tools.profile.runtime.Metrics,2.1666666666666665,2,4,0,19,9,6,3,12,1.1666666666666667,0,1,3,1,20,0.691358024691358
com.mentorgen.tools.profile.runtime.Profile,6.9523809523809526,28,10,6,111,153,1,20,12,2.095238095238096,20,14,33,0,20,0.7628209876543208
com.mentorgen.tools.util.profile.Clear,1.0,0,3,1,11,5,0,1,12,1.0,1,0,0,0,13,1.0
com.mentorgen.tools.util.profile.Client,18.0,12,20,1,17,52,0,1,12,1.0,2,0,9,0,13,0.1060030136926065
com.mentorgen.tools.util.profile.ClientHelper,5.5,0,10,0,31,20,0,0,12,2.5,2,2,2,0,13,0.176196765574068
com.mentorgen.tools.util.profile.Dump,1.0,0,3,1,11,5,0,1,12,1.0,1,0,0,0,13,1.0
com.mentorgen.tools.util.profile.File,1.0,0,4,1,19,8,0,2,12,1.0,2,0,0,0,13,0.1523591029997784
com.mentorgen.tools.util.profile.Finish,1.0,0,4,1,18,8,0,2,12,1.0,2,0,0,0,13,0.2299377939614626
com.mentorgen.tools.util.profile.Start,1.0,0,3,1,18,8,0,2,12,1.0,2,0,0,0,13,0.1469366523290055
com.mentorgen.tools.util.profile.Stop,1.0,0,3,1,11,5,0,1,12,1.0,1,0,0,0,13,1.0
com.tivo.jipviewer.ByPackageViewer,6.2,11,10,4,80,44,1,0,500,3.6,4,4,9,1,11,0.4571111111111112
com.tivo.jipviewer.JipFrame,2.7777777777777777,5,5,1,34,12,9,0,12,1.3333333333333333,0,1,8,1,11,0.6108587962962962
com.tivo.jipviewer.JipMethod,3.0,3,5,0,28,12,8,3,12,1.5,0,1,7,1,11,0.7619047619047619
com.tivo.jipviewer.JipParser,5.222222222222221,12,7,2,62,52,8,6,29,1.7777777777777777,1,7,3,1,11,0.0976666666666666
com.tivo.jipviewer.JipRun,5.176470588235294,22,8,4,102,65,17,15,12,2.647058823529412,0,19,16,0,11,0.750286673553719
com.tivo.jipviewer.JipViewer,10.846153846153848,29,14,15,206,164,11,8,723,4.538461538461538,2,23,22,1,11,0.2133333333333333
com.tivo.jipviewer.MethodRow,1.5,1,3,2,28,6,10,0,12,1.1,0,1,7,1,11,0.6999017471912512
com.tivo.jipviewer.MethodRowTableModel,4.666666666666667,3,7,2,58,36,8,8,28,1.4444444444444444,1,9,28,0,11,0.6602543967189595
com.tivo.jipviewer.MethodViewer,9.111111111111107,14,12,10,134,102,8,6,500,3.888888888888889,1,17,6,1,11,0.4240319148936171
com.tivo.jipviewer.RemoteController,7.1,4,9,0,87,60,9,1,500,2.8,1,12,9,1,11,0.6491851851851853
com.tivo.jipviewer.TableSorter,3.0357142857142856,39,5,6,184,140,28,20,28,1.3928571428571428,0,14,32,3,11,0.4897931034482759
com.tivo.jipviewer.ValueModel,1.6,2,4,2,22,9,5,4,12,1.2,0,1,1,0,11,0.6323529411764706
net.sourceforge.jiprof.instrument.clfilter.EclipseOSGIClassLoaderFilter,1.0,0,3,1,20,13,2,2,12,1.0,0,0,2,0,0,0.6
net.sourceforge.jiprof.instrument.clfilter.GenericClassLoaderFilter,2.5,2,5,2,20,16,2,2,12,1.5,0,0,3,0,0,0.7666666666666666
net.sourceforge.jiprof.instrument.clfilter.Info,5.5,1,8,1,34,31,2,2,12,2.5,0,0,8,0,0,1.0
net.sourceforge.jiprof.instrument.clfilter.JBossEJBClassLoaderFilter,1.0,0,3,1,20,13,2,2,12,1.0,0,0,2,0,0,0.6
net.sourceforge.jiprof.instrument.clfilter.JBossServletClassLoaderFilter,1.0,0,3,1,20,13,2,2,12,1.0,0,0,2,0,0,0.6
net.sourceforge.jiprof.instrument.clfilter.JBossUniversalClassLoaderFilter,2.5,2,5,1,21,13,2,2,12,1.5,0,1,3,0,0,0.4531999999999999
net.sourceforge.jiprof.timeline.TimeLineProfiler,3.4444444444444446,4,6,7,67,39,1,8,12,1.4444444444444444,8,5,1,0,9,0.7300336700336701
org.objectweb.asm.jip.AnnotationWriter,13.77777777777778,37,20,5,63,134,8,5,12,4.4444444444444455,1,2,3,1,25,0.512226705337487
org.objectweb.asm.jip.Attribute,3.4444444444444446,3,8,4,45,27,9,2,12,1.8888888888888888,0,3,10,1,25,0.7624220183486239
org.objectweb.asm.jip.ByteVector,10.090909090909092,19,13,0,37,38,11,8,12,3.090909090909092,0,3,8,2,25,0.5333863660235986
org.objectweb.asm.jip.ClassAdapter,1.0,0,6,5,38,13,10,10,12,1.0,0,0,3,1,25,0.6475219726562501
org.objectweb.asm.jip.ClassReader,41.142857142857146,206,51,12,303,316,27,19,12,6.035714285714287,1,43,33,4,25,0.3919999999999999
org.objectweb.asm.jip.ClassWriter,9.75,76,14,13,228,198,36,18,12,2.3888888888888893,0,33,40,2,25,0.8078711578519531
org.objectweb.asm.jip.FieldWriter,14.5,26,23,9,51,83,6,3,12,1.6666666666666667,0,2,3,1,25,0.5161395246353804
org.objectweb.asm.jip.Frame,44.92857142857143,75,53,6,279,256,12,0,12,3.2857142857142856,2,13,22,0,25,0.2343207106577135
org.objectweb.asm.jip.Item,6.5555555555555545,2,9,1,37,73,9,0,12,1.0,0,0,8,3,25,0.6150505231172827
org.objectweb.asm.jip.Label,8.545454545454545,25,14,6,77,52,11,3,12,2.090909090909091,0,5,9,1,25,0.5583934044102687
org.objectweb.asm.jip.MethodAdapter,1.0,0,4,4,67,28,25,25,12,1.0,0,0,3,1,25,0.833371778217533
org.objectweb.asm.jip.MethodWriter,28.74418604651164,303,38,14,338,836,37,24,12,4.069767441860465,6,38,20,1,25,0.1981538461538462
org.objectweb.asm.jip.Type,8.5,67,12,1,105,96,13,24,12,2.321428571428572,15,22,62,1,25,0.5960950619146886
org.objectweb.asm.jip.attrs.StackMapAttribute,7.6875,19,12,7,95,112,16,7,21,2.75,0,10,13,2,3,0.4860719424460432
org.objectweb.asm.jip.attrs.StackMapFrame,4.0,0,6,1,20,20,2,2,12,1.5,0,1,1,1,3,0.6799999999999999
org.objectweb.asm.jip.attrs.StackMapTableAttribute,18.3125,43,25,9,142,172,14,9,21,4.6875,2,20,17,2,3,0.3250566893424036
org.objectweb.asm.jip.attrs.StackMapType,1.875,3,4,1,35,17,7,7,12,1.125,1,3,5,1,3,0.704
org.objectweb.asm.jip.commons.EmptyVisitor,0.2058823529411765,0,4,6,87,28,34,34,12,1.0,0,0,7,0,8,1.0
org.objectweb.asm.jip.commons.GeneratorAdapter,5.414634146341463,65,8,9,336,381,80,73,48,1.4146341463414631,2,17,22,3,8,0.4373333333333333
org.objectweb.asm.jip.commons.LocalVariablesSorter,11.272727272727272,21,16,5,98,95,11,7,37,2.9090909090909087,0,6,5,1,8,0.5670425311652149
org.objectweb.asm.jip.commons.Method,4.071428571428571,9,7,1,58,73,9,13,12,1.9285714285714288,5,7,14,2,8,0.5844702216066481
org.objectweb.asm.jip.commons.SerialVersionUIDAdder,10.0,18,16,6,102,122,8,6,22,2.2222222222222223,1,12,5,1,8,0.6675347478599537
org.objectweb.asm.jip.commons.StaticInitMerger,4.5,3,10,4,37,36,4,4,22,1.75,0,0,1,1,8,0.588
nu.staldal.ftp.FTPAuthenticationException,1.0,0,4,1,5,2,1,1,49,1.0,0,0,0,1,0,1.0
nu.staldal.ftp.FTPClient,13.25,64,20,3,108,90,20,10,12,3.5,0,50,31,2,0,0.0793333333333333
nu.staldal.ftp.FTPException,1.0,0,4,0,9,4,1,1,48,1.0,0,0,0,1,0,1.0
nu.staldal.lagoon.BuildSitemap,29.5,9,41,2,80,80,0,2,12,9.0,2,16,2,0,9,0.1465760509830845
nu.staldal.lagoon.LagoonAntTask,5.8,7,12,6,69,48,10,9,12,1.5,0,19,1,1,9,0.4738528138528139
nu.staldal.lagoon.LagoonCLI,48.33333333333334,30,73,6,91,142,0,1,12,10.333333333333334,3,16,41,0,9,0.146051282051282
nu.staldal.lagoon.core.AuthenticationException,0.0,0,3,0,6,3,1,1,44,1.0,0,0,0,1,1,1.0
nu.staldal.lagoon.core.AuthenticationMissingException,0.0,0,3,1,6,3,1,1,45,1.0,0,0,0,1,1,1.0
nu.staldal.lagoon.core.ByteStreamConsumer,2.8,3,7,3,22,12,5,1,34,1.6,0,0,1,0,1,0.109
nu.staldal.lagoon.core.DeleteEntry,1.0,0,4,3,23,11,5,5,12,1.0,0,0,2,1,1,0.6
nu.staldal.lagoon.core.EntryWithSource,12.555555555555555,20,22,10,105,99,9,9,12,3.0,0,24,19,1,1,0.4790123123629617
nu.staldal.lagoon.core.FileEntry,14.411764705882351,55,23,16,185,166,16,11,21,3.4705882352941178,1,21,32,1,1,0.0423333333333333
nu.staldal.lagoon.core.LagoonException,1.0,0,4,0,11,6,1,1,52,1.0,0,0,0,1,1,1.0
nu.staldal.lagoon.core.LagoonProcessor,11.833333333333336,61,20,10,170,152,24,16,12,3.0416666666666665,0,59,45,1,1,0.154
nu.staldal.lagoon.core.OutputHandler,0.5,0,4,0,13,10,4,3,12,1.0,0,0,1,1,1,0.5614035087719298
nu.staldal.lagoon.core.Producer,1.5,2,4,6,62,43,22,13,12,1.0454545454545454,0,3,11,0,1,0.4369999999999999
nu.staldal.lagoon.core.RemoteFileStorage,4.25,3,8,2,34,16,4,1,12,1.25,0,3,3,0,1,0.1956666666666666
nu.staldal.lagoon.core.Sitemap,16.90909090909091,37,27,17,114,123,11,8,12,3.0,0,28,9,1,1,0.0859444444444444
nu.staldal.lagoon.core.XMLStreamConsumer,2.8,3,7,3,22,12,5,1,34,1.6,0,0,1,0,1,0.109
nu.staldal.lagoon.filestorage.FTPFileStorage,3.7142857142857135,2,8,7,47,38,7,7,16,1.1428571428571428,0,4,5,1,0,0.522
nu.staldal.lagoon.filestorage.LocalFileStorage,6.75,17,12,4,44,43,8,8,12,2.625,0,14,10,1,0,0.5920891472750296
nu.staldal.lagoon.filestorage.SSHFileStorage,8.25,15,13,4,74,83,8,7,16,2.625,0,9,8,1,0,0.3996547619047619
nu.staldal.lagoon.producer.BasicSplit,5.764705882352941,22,11,10,96,76,15,15,39,1.4705882352941178,2,9,4,0,2,0.3488260869565218
nu.staldal.lagoon.producer.BatikFormatter,17.333333333333332,9,26,9,91,80,3,3,39,5.333333333333333,0,16,4,0,2,0.1276666666666666
nu.staldal.lagoon.producer.DirSource,19.0,13,28,6,73,71,3,3,34,6.0,0,8,5,0,2,0.0733333333333333
nu.staldal.lagoon.producer.FOPFormatter,4.333333333333333,0,8,6,53,41,3,3,39,2.333333333333333,0,3,1,0,2,0.5056666666666666
nu.staldal.lagoon.producer.FileRead,3.0,2,7,5,31,16,3,3,34,2.0,0,1,2,0,2,0.3389999999999999
nu.staldal.lagoon.producer.FileSource,1.0,0,4,5,27,16,3,3,34,1.0,0,0,1,0,2,0.611
nu.staldal.lagoon.producer.IslandSplit,5.5,12,10,8,90,64,14,14,39,1.7857142857142858,0,8,2,0,2,0.3542499999999999
nu.staldal.lagoon.producer.LSPTransformer,11.0,16,19,11,90,63,6,3,39,2.6666666666666665,0,7,13,0,2,0.1373333333333333
nu.staldal.lagoon.producer.XMLFormatter,31.0,16,40,8,59,96,3,3,39,4.0,0,5,1,0,2,0.3189999999999999
nu.staldal.lagoon.util.Wildcard,4.75,6,8,0,25,21,1,3,12,2.0,3,1,6,1,5,0.3323324337578405
nu.staldal.util.Utils,9.5,8,13,0,27,33,1,5,12,2.6666666666666665,5,3,7,1,5,0.535009809831533
nu.staldal.xmlutil.ContentHandlerAdapter,4.0,7,9,0,61,50,9,9,12,2.2222222222222223,0,4,0,1,0,0.6414273449488179
nu.staldal.xmlutil.ContentHandlerFixer,7.4,40,15,0,76,96,15,14,12,2.466666666666667,0,3,12,3,0,0.7206059044434087
nu.staldal.xmlutil.ContentHandlerSnooper,2.333333333333333,13,6,0,43,32,12,12,12,1.0,0,0,11,1,0,0.7097471033782132
nu.staldal.xmlutil.DocumentHandlerAdapter,7.0,28,14,0,72,71,12,12,12,2.25,0,5,8,1,0,0.7460360918468973
nu.staldal.xodus.HTMLSerializer,12.586206896551724,58,22,3,139,238,29,24,16,1.4137931034482758,0,27,106,1,2,0.0016666666666666
nu.staldal.xodus.Serializer,11.75,10,21,5,77,56,3,1,12,3.25,1,16,5,1,2,0.0326666666666666
nu.staldal.xodus.TextSerializer,0.4,0,4,3,82,29,25,24,16,1.0,0,2,1,1,2,0.0133333333333333
nu.staldal.xodus.XMLCharacterEncoder,7.7857142857142865,24,16,0,75,75,14,12,24,1.9285714285714288,0,8,17,2,2,0.4602147651006711
nu.staldal.xtree.Element,4.611111111111111,39,9,3,94,75,36,35,36,1.6111111111111112,0,16,47,3,7,0.6815735600465329
nu.staldal.xtree.Node,1.8235294117647056,5,4,1,45,18,17,16,12,1.0,0,0,16,0,7,0.7790341422557255
nu.staldal.xtree.NodeWithChildren,2.7142857142857144,1,6,1,28,17,7,7,29,1.2857142857142858,0,2,4,1,7,0.6475219726562501
nu.staldal.xtree.ProcessingInstruction,1.25,0,4,1,18,8,4,4,29,1.0,0,0,2,1,7,0.6153846153846154
nu.staldal.xtree.SequentialTreeBuilder,4.5555555555555545,21,10,4,115,80,17,18,12,1.3333333333333333,1,9,6,2,7,0.7217624246659097
nu.staldal.xtree.Text,2.142857142857143,4,5,1,27,12,7,6,29,1.1428571428571428,0,1,4,2,7,0.5478445786477857
nu.staldal.xtree.TreeBuilder,5.095238095238095,22,10,5,138,99,19,19,12,1.619047619047619,2,16,8,2,7,0.7362080041654698
nu.staldal.xtree.XTreeUtil,14.4,5,23,6,102,94,1,4,12,4.6,4,14,2,1,7,0.2808772957264903
nu.staldal.xtree.XTreeXMLDataContentHandler,9.75,3,19,3,74,86,4,4,12,2.0,0,15,3,0,7,0.3971211072664359
com.gbshape.dbe.derby.DerbyDataBase,22.0,2,28,3,37,36,1,1,12,6.0,0,0,1,0,0,0.1385999999999999
com.gbshape.dbe.derby.DerbyDataBaseList,2.0,0,4,2,16,14,1,1,12,2.0,0,1,1,0,0,1.0
com.gbshape.dbe.derby.DerbySequenceStructure,1.0,0,3,3,43,45,3,3,12,1.3333333333333333,0,1,2,0,0,1.0
com.gbshape.dbe.derby.DerbyTableList,29.0,4,37,4,44,48,1,1,12,9.0,0,3,1,0,0,0.0775199999999999
com.gbshape.dbe.derby.DerbyTableStructure,13.142857142857142,41,17,11,130,252,14,14,12,4.928571428571429,0,20,5,0,0,0.4079364126505971
com.gbshape.dbe.derby.DerbyViewStructure,12.4,6,16,9,81,98,5,5,12,5.0,0,4,4,0,0,0.1738448319933445
com.gbshape.dbe.factory.DataBaseFactory,4.0,1,6,1,25,16,1,1,12,2.0,1,0,2,1,6,0.875
com.gbshape.dbe.factory.DataBaseListFactory,4.0,1,6,1,25,16,1,1,12,2.0,1,0,2,1,6,0.875
